,,Museum,,Species,Phylum,Class,Order,Family,Collector,Continent,Country,State,County,Locality,Sex,,,Latitude,Longitude,,,Date,Year,,Location_in_collections ,Beak_length_mm,Beak_width_ventral_base_mm,Anterior_nostril_tip_mm,Beak_depth_mm,Tarsus_length_mm,Wing_chord_mm,Notes
381987,1656834,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656834,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-17,,"| 83.9 |||| 7x5mm, oviduct enlarged",,,,,,,,
381988,1656835,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656835,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-05-19,,100% | 88.9 | low || no | 15x13mm,"cabinet 478, shelf 15th from top",26.73,7.67,17.87,7.5,28.49,114,
381989,1656836,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656836,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-10-31,,100% | 81.0 | moderate || no | 5x3.5mm,"cabinet 478, shelf 15th from top",25.01,7.81,17.52,7.48,27.03,126,
382038,1656884,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656884,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,100% | 85.9 | low || no | 18x12mm,"cabinet 478, shelf 15th from top",26.72,8.21,18.5,7.85,28.71,121,20-Apr-96
382039,1656885,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656885,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"100% | 92.9 | low || no | 12x15mm, largest ovum 5x5mm",,,,,,,,
382040,1656886,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1656886,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-05-14,,100% | 92.8 | low || no | 17x10mm,"cabinet 478, shelf 12th from top",26.25,9.44,18.05,8.01,28.67,120,
382041,1656887,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656887,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-05-15,,"100% | 78.0 | moderate || no | 11x10mm, granular",,,,,,,,
382042,1656888,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656888,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-05-18,,"100% | 99.8 | no || no | 19x17mm, yolking egg",,,,,,,,
382043,1656889,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1656889,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-11-26,,"| 85.8 | low || no | 9x5mm, smooth","cabinet 478, shelf 15th from top",25.2,7.67,17.33,8.21,29.87,125,
385958,1660809,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,Chicago,Male,No,1660809,41.8327,-87.6654,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1992-10-07,,5% | 67.0 |||| 1.5x1mm,,,,,,,,
389592,1664442,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664442,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-05-14,,| 88.2,"cabinet 478, shelf 15th from top",27.76,7.49,18.51,8.23,27.83,122,
389593,1664443,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,T. S. Schulenberg,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664443,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1993-03-01,,| 60.8 | none ||| 2x2mm,"cabinet 478, shelf 15th from top",25.36,8.02,18.7,6.6,29.37,124.5,
389594,1664444,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664444,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1994-10-18,,75% || none ||| 2x2mm,"cabinet 478, shelf 15th from top",26.45,7,17,7.06,27.59,119,
389595,1664445,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664445,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-09,,| 65.8,"cabinet 478, shelf 15th from top",25.22,7.88,17.72,7.55,27.93,122,
389596,1664446,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664446,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-18,,| 80.3,"cabinet 478, shelf 15th from top",25.39,7.85,16.86,6.87,27.97,127,
389597,1664447,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664447,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-30,,| 89.6,"cabinet 478, shelf 15th from top",27.74,8.85,17.8,7.25,30.38,125,
389598,1664448,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664448,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-03-31,,| 82.2,"cabinet 478, shelf 15th from top",25.67,8.27,18.34,7.61,27.3,127,
389599,1664449,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664449,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1995-04-15,,"| 88.9 | low ||| 12x7mm, largest ovum 2.5mm",,,,,,,,
389602,1664452,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664452,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,| 91.0 | none || no | 14x8mm | seeds,"cabinet 478, shelf 15th from top",25.32,7.77,18.36,8.28,28.94,122,
389603,1664453,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664453,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,| 86.0 | high || no | 13x8mm,"cabinet 478, shelf 15th from top",26.97,7.37,18.39,9.04,29.36,124,
389604,1664454,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1664454,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,| 87.2,"cabinet 478, shelf 15th from top",27.05,7.41,19.91,8.25,29.38,119,
389605,1664455,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664455,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"| 95.2 | moderate || no | 13x9mm, largest follicle 3mm","cabinet 478, shelf 15th from top",26.11,7.39,18.68,8.51,27.2,125,20-Apr-96
389608,1664458,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664458,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"| 81.7 | none || no | 10x3mm, smooth","cabinet 478, shelf 15th from top",27.37,8.04,19.12,7.55,29.96,124,21-Apr-96
389609,1664459,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664459,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,| 89.0 | low ||| 19x10mm,"cabinet 478, shelf 15th from top",25.06,7.25,19.53,7.52,28.37,121,21-Apr-96
389610,1664460,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664460,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,| 83.6 | none ||| 5x2mm,"cabinet 478, shelf 15th from top",24.96,7.8,18.66,8.46,28.14,123,21-Apr-96
389611,1664461,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664461,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"| 82.0 |||| 6x3mm, smooth","cabinet 478, shelf 15th from top",25.93,7.22,20.17,7.97,29.05,126,21-Apr-96
389612,1664462,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664462,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"|| moderate || no | 17x8mm, largest ovum 16mm","cabinet 478, shelf 15th from top",24.42,7.78,16.65,7.33,29.21,124,21-Apr-96
389613,1664463,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664463,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"| 101 | moderate ||| 24x12mm, largest ovum 12x10mm","cabinet 478, shelf 15th from top",24.16,7.98,16.5,7.89,29.05,118,21-Apr-96
389614,1664464,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664464,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-23,,| 83.9 | none || no | 10x8mm | seeds,"cabinet 478, shelf 15th from top",26.74,8.43,16.64,7.67,27.17,123,
389615,1664465,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664465,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,| 89.6 | moderate ||| enlarged; yolking 6mm yolking,"cabinet 478, shelf 15th from top",26.53,7.84,16.71,7.76,30.1,118,
389616,1664466,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664466,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-25,,| 82.9 | light ||| 9x5mm,"cabinet 478, shelf 15th from top",26.54,7.42,19.95,7.79,27.85,125,
389617,1664467,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664467,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-25,,| 93.2 | moderate ||| 10x10mm; 4mm yolking ovum,,,,,,,,
389618,1664468,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664468,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-24,,100% | 80.0 | low || no | shelled egg,"cabinet 478, shelf 15th from top",24.65,7.32,16.37,7.19,29.04,120,
389619,1664469,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664469,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-24,,"100% | 86.8 | moderate || no | 14x14mm, granular","cabinet 478, shelf 15th from top",26.53,7.31,16.55,7.13,28.51,121,
389621,1664471,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1664471,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-04-15,,"| 100.2 | low || no | 12x8mm, 9mm egg in oviduct","cabinet 478, shelf 15th from top",24.1,7.16,16.99,7.05,29.98,126,
389622,1664472,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664472,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-04-16,,| 72.9 | none || no | 15x10mm,"cabinet 478, shelf 15th from top",25.34,7.15,17.65,7.23,28.02,128,
389623,1664473,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1664473,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-04-17,,100% | 76.8 | none || no | 13x10mm,"cabinet 478, shelf 15th from top",25.86,7.86,16.76,7.51,28.44,126,
394650,1669499,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1669499,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1998-09-28,,0% | 74.0 | low ||| 3x1mm,,,,,,,,
394652,1669501,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1669501,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-03-31,,100% | 80.9 | light ||| 9x5mm,,,,,,,,
394653,1669502,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1669502,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-04-06,,"| 69.9 |||| 10x7mm, granular",,,,,,,,
394654,1669503,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1669503,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-04-07,,100% | 87.1 | moderate ||| 6mm yolking ovum,,,,,,,,
394655,1669504,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1669504,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-04-17,,| 86.0 | moderate ||| 14x10mm | crushed seeds,,,,,,,,
394656,1669505,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1669505,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1999-03-27,,100% | 72.8 | trace || no | 2x2mm | empty,,,,,,,,
398762,1673609,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1673609,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-09-13,,"0% | 79.9 | trace || no | 5x2.5mm, smooth",,,,,,,,
399057,1673904,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1673904,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-03-21,,100% | 89.5 | light || no | 6x5mm,,,,,,,,
399058,1673905,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1673905,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-03-21,,"100% | 84.0 | moderate || no | 5x4mm, granular",,,,,,,,
399059,1673906,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1673906,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-04-10,,100% | 96.8 | light || no | 24x20mm yolking ovum,,,,,,,,
399060,1673907,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1673907,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-05-02,,100% | 93.6 | light || no | 20x15mm,,,,,,,,
399061,1673908,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1673908,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2000-05-04,,100% | 79.9 |||| 15x8mm,,,,,,,,
399491,1674338,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,R. M. Timm,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",,No,1674338,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1982-09-12,,5% | 80.8 | light,"cabinet 478, shelf 12th from top",23.45,6.89,18.98,7.2,30.46,132,
399520,1674367,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,No Person (Birds),North America,USA,Illinois,,,,No,1674367,39.9771,-89.0332,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,,,,,,,,,
430246,1704975,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Hennen,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1704975,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2001-05-14,,| 59.4,,,,,,,,
437075,1711799,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,D. E. Willard,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Male,No,1711799,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,1996-04-19,,100% | 93.1 | moderate || no | 13x8mm,,,,,,,,
437076,1711800,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,K. A. Swagel,North America,USA,Illinois,Cook Co,"Chicago, McCormick Place",Female,No,1711800,41.8528,-87.6117,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,,,"100% | 91.2 | low || no | 20x10mm, yolking 9x9mm ovum",,,,,,,,
448994,1723976,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,M. Huhndorf,North America,USA,Illinois,McLean Co,"Normal, Normal at Willow",Female,No,1723976,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents| Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2003-11-09,,|| none || no | 7x2mm | empty || black | black | brown,"cabinet 478, shelf 15th from top",24.03,7.35,18.21,6.77,29.01,124,
477633,2119366,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,I. Boussey,North America,USA,Illinois,Cook Co,"Chicago, Winthrop and Loyola",Male,No,2119366,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2003-07-01,,||||| 13x10mm,"cabinet 478, shelf 12th from top",27.45,9,19.98,9.8,29.42,128,
477637,2119370,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,Flint Creek Wildlife Rescue,North America,USA,Illinois,Cook Co,"Chicago, Harbor Point",,No,2119370,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2010-11-12,,| 83,"cabinet 478, shelf 12th from top",25.31,7.7,19.13,7.43,28.84,122,
486832,2365155,FMNH,Birds,Sturnus vulgaris vulgaris,Chordata,Aves,Passeriformes,Sturnidae,S. Kuipers,North America,USA,Illinois,DuPage Co,West 29 W 160 Pomeroy Ct,Female,No,2365155,,,skin(r),skull | Weight | Fat | Tissue | Molt | Gonads | Stomach Contents | Iris Color | Upper Mandible Color | Lower Mandible Color | Tarsus Color,2013-02-20,,"100% | 82.5 | light || no | 4x2mm, finely granular",,,,,,,,
